Заголовок,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Текст новости,Обложка на странице новости (размер: 1695-600px),Превью,С картинкой?,Дата
Работа музея с 30 декабря по 8 января ,rabota-muzeya-v-prazdnichnye-dni-30-dekabrya-8-yanvarya,63e507244eda1e67644c7cf5,6576db1a29004f08116cc222,Mon Dec 11 2023 09:49:14 GMT+0000 (Coordinated Universal Time),Mon Dec 11 2023 10:46:34 GMT+0000 (Coordinated Universal Time),Mon Dec 11 2023 10:46:34 GMT+0000 (Coordinated Universal Time),"<h5 id="""">Экспозиции, выставки, сувенирный магазин: </h5><h5 id="""">30 декабря, 2 - 8 января - с 10.00 до 18.00</h5><p id="""">‍</p><h5 id="""">Касса:</h5><h5 id="""">30 декабря, 2 - 8 января - с 10.00 до 17.00</h5><p id="""">‍</p><h4 id="""">31 декабря и 1 января - выходной день</h4>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6576d02946fa9d4b5064bf5f_photo_5440866916081193075_y.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6572d289f3436b9d4b06aa09_photo_5447580731648889521_y.jpg,true,Mon Dec 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея в майские праздники,rabota-v-prazdniki,63e507244eda1e67644c7cf5,661f7bccf788615fa8e19fdb,Wed Apr 17 2024 07:35:40 GMT+0000 (Coordinated Universal Time),Tue Apr 23 2024 08:05:23 GMT+0000 (Coordinated Universal Time),Tue Apr 23 2024 08:05:23 GMT+0000 (Coordinated Universal Time),"<h5 id="""">Уважаемые посетители!</h5><h5 id="""">В праздничные дни музей работает для вас:</h5><h5 id="""">‍</h5><h5 id="""">‍<strong id="""">27 апреля - 1 мая, 3 - 7 и 9 - 12 мая:</strong></h5><ul id=""""><li id=""""><strong id="""">экспозиции и выставки с 10.00 до 18.00</strong></li><li id=""""><strong id="""">касса с 10.00 до 17.00</strong></li></ul><h5 id=""""><strong id="""">2 и 8 мая - выходной день</strong></h5>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66276b6c1c21a90b1c927a90_IMG_2945.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66276b6c1c21a90b1c927a90_IMG_2945.jpg,true,Wed Apr 17 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Рекомендации Роспотребнадзора,rekomendacii-rospotrebnadzora,63e507244eda1e67644c7cf5,65ce098b929e7e1c64fe52d8,Thu Feb 15 2024 12:54:35 GMT+0000 (Coordinated Universal Time),Fri Feb 16 2024 07:15:16 GMT+0000 (Coordinated Universal Time),Fri Feb 16 2024 07:15:16 GMT+0000 (Coordinated Universal Time),"<h5 id="""">Уважаемые посетители!</h5><h5 id="""">В соответствии с письмом Управления Роспотребнадзора по Московской области от 01.02.2024 №50-00-06/13-4617-2024 с целью недопущения дальнейшего роста и распространения заболеваемости COVID-19, ОРВИ, гриппом и внебольничными пневмониями, напоминаем о рекомендации ношения масок в местах массового скопления людей и в общественном транспорте.</h5>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65ce0985623fd9cf295e3b06_IMG_1422.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65ce0a0db77e8bfbe3ca24cd_IMG_1422-fotor-20240215154118%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg,false,
Ремонтные работы в доме Чайковского,remontnye-raboty-v-dome-chaykovskogo,63e507244eda1e67644c7cf5,64e72d7b2bad20aafb18a612,Thu Aug 24 2023 10:14:19 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 12:55:28 GMT+0000 (Coordinated Universal Time),,"<p id="""">УВАЖАЕМЫЕ ПОСЕТИТЕЛИ!</p><p id=""""><strong>В МЕМОРИАЛЬНОМ ДОМЕ ПРОВОДЯТСЯ РЕМОНТНЫЕ РАБОТЫ.</strong></p><p id="""">ПРИНОСИМ СВОИ ИЗВИНЕНИЯ ЗА ДОСТАВЛЕННЫЕ НЕУДОБСТВА.</p><p>‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64e72d630467cc5e8d0bfc89_DSCN4541.JPG,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64e72d630467cc5e8d0bfc89_DSCN4541.JPG,false,Thu Aug 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Режим работы музея,rezhim-raboty-muzeya,63e507244eda1e67644c7cf5,6495409c97d13b0aceefab38,Fri Jun 23 2023 06:50:04 GMT+0000 (Coordinated Universal Time),Fri Jun 23 2023 06:50:04 GMT+0000 (Coordinated Universal Time),Fri Jun 23 2023 07:11:16 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">IX Международный фестиваль искусств П.И. Чайковского</strong></p><p id="""">О работе музея в дни фестиваля</p><p id=""""><em id="""">Подробнее</em></p><p id=""""><strong id="""">&nbsp;</strong></p><p id=""""><strong id="""">УВАЖАЕМЫЕ ПОСЕТИТЕЛИ!</strong></p><p id="""">В дни проведения в музее-заповеднике</p><p id="""">IX Международного фестиваля искусств П И. Чайковского</p><p id=""""><strong id="""">мемориальный комплекс, экспозиции и выставки работают:</strong></p><p id=""""><strong id="""">23, 24, 25 июня, 1 и 2 июля с 10.00 до 18.00</strong> (касса 10.00 до 17.00)</p><p id=""""><strong id="""">30 июня – экспозиция мемориального дома работает до 16.30</strong></p><p id=""""><strong id="""">____________________________</strong></p><p id=""""><strong id="""">С билетами на концерты фестиваля можно посетить:</strong></p><p id=""""><strong id="""">бесплатно</strong> – выставки&nbsp; и экспозиции (без экскурсионного обслуживания)&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; <strong id="""">с 18.00 до 20.00</strong></p><p id=""""><strong id="""">платно</strong> ­– мемориальный дом П. И. Чайковского только в составе сборных экскурсионных групп&nbsp; <strong id="""">в 16.00, 16.30, 17.00, 17.30, 18.00, 18.30, 19.00</strong></p><p id=""""><strong id="""">_______________________</strong></p><p id=""""><strong id="""">26, 27, 29 июня музей работает в обычном режиме</strong></p><p id=""""><strong id="""">____________________________________</strong></p><p id=""""><strong id="""">28 ИЮНЯ – ВЫХОДНОЙ ДЕНЬ</strong></p><p id=""""><br></p><p id=""""><br></p><p>‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6495408451b438f5feaed986_photo_2023-06-23_09-31-11.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/649540824bea1b9f57191961_photo_2023-06-23_09-30-55.jpg,false,Fri Jun 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"Школа молодых журналистов, пишущих о культуре",shkola-molodyh-zhurnalistov-pishushchih-o-kulture,63e507244eda1e67644c7cf5,66685622cd5afff968cbfaeb,Tue Jun 11 2024 13:50:26 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 14:00:22 GMT+0000 (Coordinated Universal Time),Tue Jun 11 2024 14:00:22 GMT+0000 (Coordinated Universal Time),"<h5 id=""""><strong id="""">29 июня 2024 года</strong> в рамках X Международного фестиваля искусств П. И. Чайковского в Клину под артистическим руководством Юрия Башмета состоится уже V Школа молодых журналистов, пишущих на темы культуры. </h5><p id="""">Этот интенсивный практический семинар пройдет в режиме мастер-классов ведущих российских журналистов в сфере культуры и будет интересен как тем, кто уже имеет опыт профессиональной работы в СМИ, таки тем, кто только хочет попробовать себя в этой сфере.</p><p id="""">Блиц-курс включает в себя лекции и практические творческие задания. Будут освещены такие темы, как различия в подходах к культурным темам в зависимости от направленности средства массовой информации с конкретными примерами и практическими заданиями. Слушатели узнают, как профессионально подойти к любой теме, в которой ты не специалист, но сделать качественный материал, а также попробуют на себе практические приемы и техники письма для завлекательного репортажа. Кроме того, спикеры поделятся секретами многолетней профессиональной дружбы со звездами с непростым характером и основами здоровых отношений с пресс-службами. </p><p id="""">‍</p><h5 id="""">Занятия проводятся бесплатно, на территории Музея-заповедника П.И. Чайковского в Клину, по предварительной регистрации <a href=""https://forms.gle/Dy8AAeAhvNerahcF8""><strong id="""">ТУТ</strong></a></h5><p id="""">‍</p><h5 id=""""><strong id="""">Программа</strong></h5><p id=""""><strong id="""">11:45</strong> - Аккредитация и &nbsp;регистрация участников школы &nbsp;</p><p id=""""><strong id="""">11:55</strong> - Приветствие &nbsp;участников </p><p id="""">‍</p><p id=""""><strong id="""">12:00-13:00 - Особенности &nbsp;профессии журналиста в XXI веке</strong><em id="""">. О журналисткой &nbsp;этике и не только &nbsp; </em></p><p id=""""><strong id="""">Ольга &nbsp;Валентиновна Свистунова</strong> - Специальный корреспондент &nbsp;Редакции социальной и гуманитарной информации ТАСС</p><p id="""">‍</p><p id=""""><strong id="""">13:00 – 14:00 - О чем, кому и &nbsp;почему: пишем пресс-релиз правильно </strong></p><p id=""""><strong id="""">&nbsp;</strong>Как рассказывать о музыке на &nbsp;радио и телеканале? Как написать пресс-релиз, если ты знаешь о музыке все, &nbsp;или не знаешь ничего?</p><p id=""""><strong id="""">Дженнет &nbsp;Арльт </strong>- журналист, музыкальный и &nbsp;кино-обозреватель, корреспондент радио «Орфей», корреспондент программы «Новости &nbsp;культуры» на телеканале «Россия-Культура»</p><p id="""">‍</p><p id=""""><strong id="""">&nbsp;</strong></p><p id=""""><strong id="""">14:00-15:00 - Лекция-игра «Пресс-конференция»</strong></p><p id=""""><strong id="""">&nbsp;15:00-16:00 - перерыв </strong></p><p id=""""><strong id="""">&nbsp;16:00-17:00 - Искусство &nbsp;интервью:</strong> &nbsp;как разговорить спикера, который не хочет говорить? </p><p id=""""><strong id="""">Влад Васюхин </strong>- поэт, &nbsp;журналист, копирайтер, автор книг и многочисленных интервью с деятелями &nbsp;российской и мировой культуры.</p><p id=""""><strong id="""">&nbsp;</strong></p><p id=""""><strong id="""">17:00-18:00 - Музыкальный &nbsp;брейн-ринг </strong></p><p id=""""><strong id="""">&nbsp;Евгения Коробкова</strong> - Обозреватель газет <strong id="""">«Комсомольская правда» </strong>и <strong id="""">«Экспресс-газета»</strong></p><p id="""">Лауреат &nbsp;Международной Волошинской премии, лауреат премии Риммы Казаковой</p><p id="""">‍<strong id="""">Елена &nbsp;Алексеева </strong>- Музыкальный обозреватель &nbsp;портала «Ревизор.ру» </p><p id="""">‍</p><p id=""""><strong id="""">&nbsp;</strong></p><p id=""""><strong id="""">18:00-18:30 - Закрытие &nbsp;школы, вручение дипломов</strong></p><p id=""""><strong id="""">&nbsp;</strong></p><p id="""">‍</p><p id="""">&nbsp;</p><p id="""">‍</p><p id="""">‍</p><p id=""""><strong id="""">&nbsp;</strong></p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p><p id="""">&nbsp;</p><p id="""">‍</p><p id="""">&nbsp;</p><p id="""">‍</p><p id="""">&nbsp;</p><p id=""""><strong id="""">‍</strong></p><p id=""""><strong id="""">&nbsp;</strong></p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66685667cd5afff968cc367e_7892bc80-e7fc-4f10-92c7-412c8d8ec5e6.jpg,true,Sat Jun 29 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
"Скоро открытие выставки ""Владимир Федосеев. 50 лет с БСО""",skoro-otkrytie-vystavki-vladimir-fedoseev-50-let-s-bso,63e507244eda1e67644c7cf5,65c38be2149b2d0f5613b0ea,Wed Feb 07 2024 13:55:46 GMT+0000 (Coordinated Universal Time),Wed Feb 07 2024 13:56:46 GMT+0000 (Coordinated Universal Time),Wed Feb 07 2024 13:56:46 GMT+0000 (Coordinated Universal Time),"<h5 id="""">10 февраля, в большом фойе Концертного зала открывается выставка, посвященная юбилею долголетней работы Владимира Федосеева с Большим симфоническим оркестром имени П. И. Чайковского. </h5><p>‍</p><p id="""">Выставка приурочена к Большому туру Государственного академического Большого симфонического оркестра имени П. И. Чайковского, который откроется концертом в музее-заповеднике П. И. Чайковского.</p><p id="""">На выставке будут представлены уникальные фотографии и архивные материалы, позволяющие окунуться в историю и творчество выдающегося дирижёра.</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c38bab5f1e9d12b7c72d7f_IMG_1330.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c38bab5f1e9d12b7c72d7f_IMG_1330.jpg,true,Wed Feb 07 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Сотрудники возложили цветы на могилу основателя музея Модеста Ильича Чайковского,sotrudniki-vozlozhili-cvety-na-mogilu-osnovatelya-muzeya-modesta-ilicha-chaykovskogo,63e507244eda1e67644c7cf5,658416fc12d5743aee929ee0,Thu Dec 21 2023 10:44:12 GMT+0000 (Coordinated Universal Time),Thu Dec 21 2023 10:44:12 GMT+0000 (Coordinated Universal Time),Thu Dec 21 2023 10:44:12 GMT+0000 (Coordinated Universal Time),"<p id="""">Сотрудники музея с глубоким уважением возложили цветы на могилу основателя музея Модеста Чайковского и всех, кто принимал участие в создании и развитии музея.</p><p id="""">⁣М. И. Чайковский сыграл исключительную роль в деле увековечения памяти великого музыканта и как создатель музея, ставшего первым в России музыкальным мемориальным музеем, и как составитель первой биографии Чайковского, и как организатор концертов в пользу ""фонда Чайковского"".</p><p></p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/658416cf7f278b1312ed4612_IMG_0559.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/658416cf7f278b1312ed4612_IMG_0559.jpg,true,Thu Dec 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Субботник в усадьбе Демьяново,subbotnik-v-usadbe-demyanovo,63e507244eda1e67644c7cf5,66545f3b1f54cf8356cc5163,Mon May 27 2024 10:23:55 GMT+0000 (Coordinated Universal Time),Mon May 27 2024 10:26:35 GMT+0000 (Coordinated Universal Time),Mon May 27 2024 10:26:35 GMT+0000 (Coordinated Universal Time),"<h5 id="""">31 мая на территории усадьбы Демьяново состоится субботник, организованный при поддержке регионального отделения Всероссийского экологического движения ""Экосистема"" в Московской области, Регионального отделения Всероссийской общественной организации волонтеров-экологов ""Делай!"" в Московской области и Волонтерского центра ""Вместе"" МГТУ им. Н. Э. Баумана</h5>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66545f25a923aa21c6b86592_IMG_3082.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66545ebccaaef077d667b972_IMG_3079.jpg,true,
"В Большом театре прошла презентация предстоящей премьеры оперно-драматического спектакля ""Снегурочка"" на музыку П. И. Чайковского.",v-bolshom-teatre-proshla-prezentaciya-predstoyashchey-premery-operno-dramaticheskogo-spektaklya-snegurochka-na-muzyku-p-i-chaykovskogo,63e507244eda1e67644c7cf5,65c218fc5fb4a66badd6fce7,Tue Feb 06 2024 11:33:16 GMT+0000 (Coordinated Universal Time),Tue Feb 06 2024 11:34:53 GMT+0000 (Coordinated Universal Time),Tue Feb 06 2024 11:34:53 GMT+0000 (Coordinated Universal Time),"<h5 id=""""><strong id="""">Презентация предстоящей премьеры оперно-драматического спектакля ""Снегурочка"" на музыку П. И. Чайковского.</strong></h5><p id="""">Мероприятие проходило в Бетховенском зале Большого театра.</p><p id="""">Обсуждались вопросы о соединении драмы и музыкальной драматургии, сохранении исторических решений, современности звучания музыки Чайковского, новаторских приемах Островского и мультидисциплинарности современного театра. </p><p id="""">Участники презентации: театровед Борис Любимов, музыковед, заведующая отделом рукописных и печатных источников музея-заповедника П. И. Чайковского Ада Айнбиндер, режиссер-постановщик Алексей Дубровский, дирижер-постановщик Иван Никифорчин, художник-постановщик Мария Утробина, а также артисты, участвующие в спектакле.</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center"" data-rt-max-width=""""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c218f2532214e7a5014e4d_39d91628-4a32-489f-b7b2-afdc3a147cda.jpg"" loading=""lazy"" width=""auto"" height=""auto"" alt="""" id=""""></div></figure>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c2193b976f68afd832b40c_1b22b591-e6c5-4975-820c-ee3324003fa8.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c2189813119e836c6dbbde_5e8198e1-53d7-45f2-aad8-470fdc8aad54.jpg,false,
В День космонавтики музей Чайковского получил фотографию портрета композитора с МКС,v-den-kosmonavtiki-muzey-chaykovskogo-poluchil-fotografiyu-portreta-kompozitora-s-mks,63e507244eda1e67644c7cf5,64366015ec653a17da798604,Wed Apr 12 2023 07:39:01 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:47:31 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:58:12 GMT+0000 (Coordinated Universal Time),"<p id="""">Снимок прислал космонавт Роскосмоса Андрей Федяев, который взял изображение на орбиту.</p><p id="""">В прошлом году друг музея, художественный руководитель и главный дирижер Государственного академического Большого симфонического оркестра имени П. И. Чайковского Владимир Иванович Федосеев вместе с сотрудниками музея выбрал и подписал фотографию композитора. Копию снимка, сделанного во время гастролей в Гамбурге 9/21 января 1888 г. в фотоателье Э. Бибер, передали в Центр подготовки космонавтов Звездного городка.</p><p id="""">Доставить фото Чайковского на МКС вызвался космонавт Роскосмоса Андрей Федяев — почитатель творчества композитора. 2 марта в 08:34:14 по московскому времени с площадки 39A Космического центра имени Кеннеди NASA в штате Флорида выполнен пуск ракеты-носителя Falcon-9 с пилотируемым кораблем Crew Dragon, который доставил экипаж (космонавт Госкорпорации «Роскосмос» Андрей Федяев, астронавты NASA Стивен Боуэн и Вуди Хобург, астронавт ОАЭ Султан аль-Нейади) на Международную космическую станцию.</p><p id="""">«Мы точно знаем, как связан космос с Чайковским! В библиотеке композитора вы можете обнаружить атлас звездного неба, что свидетельствует о его интересе к наблюдению за звездами. Еще один факт: Чайковский — любимый композитор Сергея Павловича Королёва. Пластинка с музыкой Чайковского — последнее, что слушал академик Королёв перед операцией, с которой он уже не вернулся. Эта пластинка до сих пор хранится в его доме-музее. А еще есть просто забавные мелочи: например, музыку Чайковского много раз слушали его на орбите. Или вот: собачка Звёздочка — последняя космическая собака, которая отправилась в космос перед полётом человека, в конце марта 1961 года, — приземлилась в городе Чайковском!», — рассказывает директор музея-заповедника П.И. Чайковского в Клину Игорь Корнилов.</p><p id="""">В 2019 году музей Чайковского и мемориальный музей космонавтики уже представляли совместный выставочный проект «Музыка космоса. От Чайковского до Королева», где посетители могли узнать о связи композитора и космоса.</p><p id="""">‍</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-floatleft"" style=""max-width:40%"" data-rt-type=""image"" data-rt-align=""floatleft"" data-rt-max-width=""40%""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/643660e17a17364c55b7f0a5_%D1%84%D0%BE%D1%82%D0%BE%20%D0%A7%D0%B0%D0%B8%CC%86%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%81%20%D0%9C%D0%9A%D0%A1%20(3).webp"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-floatleft"" style=""max-width:40%"" data-rt-type=""image"" data-rt-align=""floatleft"" data-rt-max-width=""40%""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64366fc8ed162795e888fa14_%D1%84%D0%BE%D1%82%D0%BE%20%D0%A7%D0%B0%D0%B8%CC%86%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%81%20%D0%9C%D0%9A%D0%A1.webp"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/643660937d5603b8c2e85f02_%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B5%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8%20(2).webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/643660921f47ef3d2eeffae1_%D0%BA%D0%BE%D1%81%D0%BC%D0%BE%D1%81%20%D1%87%D0%B0%D0%B8%CC%86%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B8%CC%86.webp,true,Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"В концертном зале Музея-заповедника П.И. Чайковского состоялся первый концерт юбилейного тура, посвящённого 50-летию работы Владимира Федосеев главным дирижером БСО им. П. И. Чайковского",v-koncertnom-zale-muzeya-zapovednika-p-i-chaykovskogo-sostoyalsya-pervyy-koncert-yubileynogo-tura-posvyashchyonnogo-50-letiyu-raboty-vladimira-fedoseev-glavnym-dirizherom-bso-im-p-i-chaykovskogo,63e507244eda1e67644c7cf5,65c9c29c5f5bc757ca783f2f,Mon Feb 12 2024 07:02:52 GMT+0000 (Coordinated Universal Time),Mon Feb 12 2024 07:04:13 GMT+0000 (Coordinated Universal Time),Mon Feb 12 2024 07:04:13 GMT+0000 (Coordinated Universal Time),"<h5 id=""""><strong id="""">50 лет назад, 31 января 1974 года, художественным руководителем и главным дирижёром &nbsp;Государственного академического Большого симфонического оркестра имени П.&nbsp;И.&nbsp;Чайковского стал Владимир Федосеев. Уникальному юбилею посвящен большой тур по городам России. </strong></h5><p id=""""><em id="""">&nbsp;</em></p><p id=""""><em id="""">«С годами я все больше понимаю этот оркестр, а он – меня. У нас колоссальные традиции… А Чайковский, имя которого носит оркестр, - это мой путеводитель в музыке»</em> - Владимир Федосеев.</p><p id="""">&nbsp;</p><p id="""">В Государственном мемориальном музыкальном музее-заповеднике &nbsp;П. И. Чайковского в Клину были исполнены &nbsp;музыкальные иллюстрации к повести А. С. Пушкина ""Метель"" Г. Свиридова и сюита из балета «Спящая красавица» Чайковского.</p><p id="""">&nbsp;</p><p id="""">17 февраля пройдет юбилейный концерт в Москве, в Большом зале Московской государственной консерватории, где при участии Альбины Шагимуратовой, Агунды Кулаевой, Алексея Татаринцева, Григория Соловьева и «Мастеров хорового пения» будет исполнена Девятая симфония Бетховена. Затем пройдут концерты в Пскове, Кисловодске, Перми, Санкт-Петербурге, Волгограде, Калуге, Владимире, Челябинске и других городах. </p><p id="""">&nbsp;</p><p id="""">Во всех концертах юбилейного тура БСО за дирижёрский пультом – художественный руководитель оркестра, народный артист СССР, полный кавалер ордена «За заслуги перед Отечеством» Владимир Федосеев.</p><p id="""">&nbsp;</p><p id="""">Пресс-служба Государственного </p><p id="""">мемориального музыкального</p><p id="""">музея-заповедника П. И. Чайковского</p><p id="""">+7 (496) 247-81-60, 245-81-96</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c9c291ff66b3e5cf79123f_DSC_1151.JPG,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65c9c229b3fbb4c954019302_DSC_1192.JPG,true,Sat Feb 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
В Московской консерватории презентуют новый том Академического полного собрания сочинений П.И. Чайковского,v-moskovskoy-konservatorii-prezentuyut-novyy-tom-akademicheskogo-polnogo-sobraniya-sochineniy-p-i-chaykovskogo,63e507244eda1e67644c7cf5,63e6358668dfcf9fcbf3f872,Fri Feb 10 2023 12:16:06 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:50:14 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:58:12 GMT+0000 (Coordinated Universal Time),"<h4>Мероприятие будет сопровождаться исполнением фрагментов «Всенощного бдения» и других духовных сочинений композитора.</h4><p>‍</p><p id="""">15 декабря в 15 часов в Рахманиновском зале Московской государственной консерватории имени П. И. Чайковского состоится презентация нового тома &nbsp;Академического полного собрания сочинений П. И. Чайковского (Серия V. Том 2): «Всенощное бдение. Опыт гармонизации богослужебных песнопений», соч. 52, для четырехголосного смешанного хора. Издание включает в себя научно-исследовательский раздел, документально раскрывающий историю создания и изданий сочинения, отклики современников, научно-текстологический раздел, комментарии к публикуемому тексту. Научный редактор тома – доктор искусствоведения, профессор Московской Государственной консерватории им. П. И. Чайковского, ведущий научный сотрудник Государственного института искусствознания Наталья Плотникова.</p><p id="""">Академическое полное собрание сочинений Петра Ильича Чайковского – проект Государственного института искусствознания, Государственного мемориального музыкального музея-заповедника Чайковского в Клину и российского музыкального издательства «АвтоГраф» (г. Челябинск). Новое издание призвано с исчерпывающей полнотой отразить огромное музыкальное и литературное наследие композитора, выявленное к настоящему времени (более 120 томов).</p><p id="""">С приветственным словом выступит ректор Московской государственной консерватории им. П. И. Чайковского Александр Соколов. Издание представят директор Государственного института искусствознания Наталия Сиповская, директор Государственного мемориального музыкального музея-заповедника П. И. Чайковского Игорь Корнилов, научный руководитель проекта «Академическое полное собрание сочинений П. И. Чайковского» Ада Айнбиндер.</p><p>‍</p><blockquote id="""">Презентация тома состоится в стенах бывшего Синодального училища церковного пения, где песнопения «Всенощного бдения» П. И. Чайковского исполнялись Синодальным хором под управлением В. С. Орлова, в том числе в присутствии самого композитора.</blockquote><p>‍</p><p id="""">В презентации примет участие хор студентов Московской консерватории под управлением профессора Алексея Рудневского, будут исполнены песнопения из «Всенощного бдения», «Литургии св. Иоанна Златоуста» и «Девяти духовно-музыкальных сочинений» П. И. Чайковского.</p><p id="""">Трансляцию презентации будет вести Телевидение Московской консерватории.</p><h4 id="""">Вход по спискам.</h4><p id="""">Для посещения мероприятия необходимо до 14 декабря сообщить фамилию, имя, отчество на электронный адрес: tchaikovsky2022@mail.ru</p><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63eccbc5fd6a22158c71f156_%D0%BD%D0%BE%D0%B2%D1%8B%D0%B8%CC%86%20%D1%82%D0%BE%D0%BC.webp,false,Wed Dec 07 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
